Name,Price,Price_Origin,LINK,IMG,RATING

"Apple iPad 10.2-inch (9th Gen) Wi-Fi, 2021",6.990.000 ₫,10.990.000 ₫,"https://tiki.vn/apple-ipad-10-2-inch-9th-gen-wi-fi-2021-p183330021.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.124939769&itm_medium=CPC&itm_source=tiki-reco&spid=124939769
",https://salt.tikicdn.com/cache/200x280/ts/product/54/ff/25/bfdf0febe11a28eaa7cd3fa735a82c49.png,None

"Apple iPad Pro 11-inch M2 Wi-Fi, 2022",20.490.000 ₫,23.990.000 ₫,"https://tiki.vn/apple-ipad-pro-11-inch-m2-wi-fi-2022-p205815593.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.205815597&itm_medium=CPC&itm_source=tiki-reco&spid=205815597
",https://salt.tikicdn.com/cache/200x280/ts/product/c2/7e/ba/44fe328c9a95e8bbc9cb84caaf3a25cb.png,None

Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,3.150.000 ₫,4.490.000 ₫,"https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-lite-lte-sm-t225-da-kich-hoat-dien-tu-hang-chinh-hang-p103168844.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.103168848&itm_medium=CPC&itm_source=tiki-reco&spid=103168848
",https://salt.tikicdn.com/cache/200x280/ts/product/01/44/e5/a704c98eb41f4e939f211e98f64eaef8.jpg,None

"Apple iPad Air (5th Gen) Wi-Fi, 2022",14.290.000 ₫,18.990.000 ₫,"https://tiki.vn/apple-ipad-air-5th-gen-wi-fi-2022-p184253251.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.168721266&itm_medium=CPC&itm_source=tiki-reco&spid=168721266
",https://salt.tikicdn.com/cache/200x280/ts/product/42/0f/92/2f5a875401334239950b277660ccc79f.jpg,None

"Apple iPad 10.2-inch (9th Gen) Wi-Fi + Cellular, 2021",8.990.000 ₫,12.990.000 ₫,"https://tiki.vn/apple-ipad-10-2-inch-9th-gen-wi-fi-cellular-2021-hang-chinh-hang-p184250010.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202304040600_MD_batched_PID.124939754&itm_medium=CPC&itm_source=tiki-reco&spid=124939754
",https://salt.tikicdn.com/cache/200x280/ts/product/54/ff/25/43460be30be01316325f03106250c8cb.png,None

Máy tính bảng Samsung Galaxy Tab S8 Plus (8gb/128gb) - Hàng chính hãng,18.990.000 ₫,25.990.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=YnNuc-qxqcPWFCfuK8UBoeBOcIFCHhNfBxKGvk_Go45ydrnbGa1Z1DeU7Hlln61US8NbZ5npk-JFoBS44lmWdAdNTyFyHwV7GoJWH-DFgt2r0Z4SXA-hITeJa-04XeDyH_0p2jQ1BGUjscdAAzVtRcXD9PsKmYObwfAmhPi7wE-JifNzmtZdpo5QpZgE3PuR9PokbRcqhEoYNTKtNQdoZwberxbooBp92pRu3wy7zMdN_25KDC6CoX9IjLxW4Z4QbKdgA5IlqxbeR6l-pIMLs8ngOlmi4Q3l0uS-3iCLF8ph-gZQXXAMdoiva1k3LBIHu_EAdgKK0uXmqn4Br2Rx-5aYEfEHLlccpG3GDe-OgMhoO7zj9oq1L6VKycr_b0oQ9hJpeQp06bL_7nJmUwjmbJsDpxYXV4_Enxk3acnxkOKyp1yVvs6rw3A_-M2wNB2xFhZRvTEpySVfBFlK-1jm5mY-nV058u2bh1Xe20rYzwJ68AG2kuzH27JggKWuxv4eTAuMoufhw4dWwv7lwp8Jin-Z48woy3CIWfa1ULcM6XRRJc-Q4fd2Oqmq9w4RPWn2ngvwwTwp8Ogrqyc9HJ_LYqaesD-Hr8cJDqaSpCqopSUzQbC0Jy0tGqJG1He6tcYnq31jM1W71U2bPu77h3__dG9XqXUsDyoaEqnU3QbUHw8J3VlMK8Blvt7Ni47t5pZCrcnuUARo-uLu_6D21dVEoa3kLzRGpHDbD_ToIJAgayuUHo0nE2U6hkS0Wd5xyAGQ0NhlmZ6D_xq1VWIiwSbNaDibeRmVI8Sh3cUznn0lvD17l0YWSZ9QU-m-hLLYxJD9asmtlof9S0u4C5EbKZBq_OBoN5VtjfCxrgVLtidS1Uno-apWwpi0_d_ZZwQ7AwOWzl0JwjqSDCLOa7EKfKrl-lyPr8aPCxBo28JVp_Lw5PTBDafswA4dWwCF7s40nzBFdyPyJVMwynnPq3GKdOKivAADxn8nhCvr8l5mI6OYRQGt1RHvVbkzp2-K4J4HnRxg_4PomJiXOdJlan6xE85BzZR_8B-lxjPcA-RKkc0rOVm5g2JgdwEuBhwbiEjMYlvwZ2JciSRliqODLMWfFibE4ue8X33UAFkkWaRMhMTSNEiLVZmHqMpqIfBM34pQmwvMzHzpvZg14WrmEPn_zTvBq2Im1B3HE0e3VHndgsOK4CIFRZDUX86at463oA090gG1u8Ygjg5M372Wm_WLZDr2u0DWUribM4MgqrKS4StFJcYQhA0DbyOeJJ62sVW4cg_0pfkX97pH5uTBvGXloDcCQSHMcHRvc1pFagXntlR0rS_DtSiAGG4Kmth9a5KOyvEgom7wqCJTX1xTQD9UJrQxPwsI1E0MKye6KBFWh7GzDGW6Gp8206acCWgGYMuClaLw7F_ePlcvII1RZExqZ3ejpqrA0ghTG5zqFBzQBglSAmjt0QWP4LPBC_eBziWf0jRl-gRYepp5aaMNXiAGZxD43hURB7tCjHoJafsftZeTKJ6Pw5ih_j9HTbRjzWlWUgrT5W85wpgQQL9AQgPFMYvhImRIa9ybBh9hSBj405JQ5HRitq81wPcJ51cq50QyXjSRzr2TQZH32Yg59iTEguKlOD8rOkd0fInJjHP9S2Oj3WCnroyboCj15Lly3zs&pos=11&reqid=2jQtGGAfqtoviULR&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/17/fb/d3/5bfadcaa0978ad45d7a9994a22b560ec.png,None

Máy tính bảng Kindle File HD 8 (10th generation - 2020) Hàng nhập khẩu,1.950.000 ₫,2.390.000 ₫,"https://tka.tiki.vn/pixel/pixel?data=oNKZnUHADT6YIiaYajJlZiDA3anvMe_4jhdjzCUmSzpkzDQmWdRrj3nMW5ksbj-60CuKFFgevtHuoXmNU15KCuiAahPgPSByUFo2hxU39Pzk1vnmX7YmkY4rtYee1JO4XW_M3BzDZLgkFAZqJ32kqNKlRhYcqxFX249dFBMUqRw8A_P6mY8DWaFPiwQkvqmSE-h0cAj2fmNAXxtdah1BgXWoghefFtMN4PzHU2cfHRx22mou7p3s5eU8bHjXX74pJ1uDA5QxugasUjxUYalAfrMmYkod76WvHMnmPy0nAQGCxVCUF7RDP-xhiT7n1gY71gpagE2EzHgHa7GmMP2ouFyWDu9RXvJ_HigOLcMlNvPxKNAp8yJk3u4pydimCXRoiqnhWuXhBw20zTHpyTzN3d7IO7mBMDD9-3lR_4xUCnern8yGf1D32R6Xubnq0-3HnTar_HcaWloGg5lRUyYLDOE_lq6AOJgg7luvA5JnFbZzK38olhQiKfVPUPIxFkoKYZT6wEWtmzwLzcMyiQ6nm_-Rsx5r-cvVVAjv1_oaiyRZIyArq2yTNPqWD24-E0klc58-2lKlvyEyx2XOgfKLVcidF5RQPgm9jZxkUKyFgKIbMf672udF1bi8aGufjR7OVDLjfpfuTY4LwtnuEanfmP5grVOt_7Cfm9Cpio_56f32S55cUY-HwuCKCR742uwh0NWNybMl9uztWbki9fqztVnm2SXgS-bKyt9KB9jPF4TkQbPexd1ONilUnRVHyh3iHQ1u8w8X6sGrequ_Bz3JWujTgMFfnO6TWQXcL25k1XwHAMQMyB-ivLFEFIT3T2kSSy59WNcu_n367vZVBzVq2-7OQGNnOZr4J-4rCERYiwHR8V4f0oPAd6dyzZCFNmN-Odr8TXBa6PVg2liqSk3xl7u_pCk0dTy_Xo5uUjYXZX_Ikep9TF0de3zgd3NW_I7TH2cYP5i2oQZ2x2ML2jPvgnPO7Tv8UGSsAfh3EE7A5narNqbGXS04oNwfP7fOHvl8bJEqtp7QhOkcy1CQfpo-sokhanTa-03dnzY6Os_YF_7SDtkS7oxeQmSH5ktl4BMgSDBvBBB1AWMGPF-JVNjFRwvJnhC6-Sy7UgGyuwhvZMaalzzVMF5TO-4KsLQ6QDDL9cLol11PEJoDeveYEACN92K9b9DE62JWJuUgHy9lBT3sQfnocm_Q4wh3gnpE3Dok-0dl9AluGPxbUXfK7qHaJXW2XQN4ANvRVQDhVqjEwoNj57Q-mF2NkpLUKqJkGKhxSMuYO0QLkxSXxmySco4EjN6p01IMy8fS4-H0cMteiQBaGbl1DIoAVlQImpPuMQHdTcxvzKkBMzhlyS5AQ9DRgvEm5OmBvF3JangdOBwpfA--LD5FAkvPV1g41w5CMd7FGBkkEzwFf40cOsgVUfu9stjrz4Z8FdKJO61pOEMBUnNiRZ0ymlZ2bzE-SpuO79v_Am3P3mbJ224KfZLZyqa0vRyQaR_xiU7vUhraW6H_D7wpBbkO_IwEqLv7P8ogZXoW_CCvNtO-3iUfgEFTAEzvQ-k1VKohvZmljBR7pzgeu8Qv8LDQhOAAIPHPNkKqRLo770zmmpjbTGGBBvILbsWDS5UZjYXC7tta6bQbyJVnTdkkeGdZAVwkYMc7ag&pos=12&reqid=2jQtGGAfqtoviULR&type=CLICK
",https://salt.tikicdn.com/cache/200x280/ts/product/ae/a0/5a/4c2fce9c5bac5e8e8ff55dd748464ef0.jpg,None

